detailref;entryref;linenumber;linenumbercounter;accmainid;accmainiddesc;accsubid;accsubdesc;amount;debitcreditcode;postingdate;documenttype;doctypedesc;documentnumber;documentreference;entrynumbercounter;documentdate;paymentmethod;detailcomment;erpno;divisionno;enteredby;entereddate;entrynumber;entrycomment
913747;344953;1087;413;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000012;00000000000000000000000000000575;413;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000575;00000000000000000000000000000575 numaralý iþlem
913748;344953;1088;413;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000012;00000000000000000000000000000575;413;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000575;00000000000000000000000000000575 numaralý iþlem
913749;344953;1089;413;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000012;00000000000000000000000000000575;413;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000575;00000000000000000000000000000575 numaralý iþlem
913750;344954;1090;414;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000013;00000000000000000000000000000576;414;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000576;00000000000000000000000000000576 numaralý iþlem
913751;344954;1091;414;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000013;00000000000000000000000000000576;414;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000576;00000000000000000000000000000576 numaralý iþlem
913752;344954;1092;414;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000013;00000000000000000000000000000576;414;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000576;00000000000000000000000000000576 numaralý iþlem
913753;344955;1093;415;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000014;00000000000000000000000000000577;415;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000577;00000000000000000000000000000577 numaralý iþlem
913754;344955;1094;415;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000014;00000000000000000000000000000577;415;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000577;00000000000000000000000000000577 numaralý iþlem
913755;344955;1095;415;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000014;00000000000000000000000000000577;415;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000577;00000000000000000000000000000577 numaralý iþlem
913756;344956;1096;416;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000015;00000000000000000000000000000578;416;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000578;00000000000000000000000000000578 numaralý iþlem
913757;344956;1097;416;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000015;00000000000000000000000000000578;416;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000578;00000000000000000000000000000578 numaralý iþlem
913758;344956;1098;416;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000015;00000000000000000000000000000578;416;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000578;00000000000000000000000000000578 numaralý iþlem
913759;344957;1099;417;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000016;00000000000000000000000000000579;417;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000579;00000000000000000000000000000579 numaralý iþlem
913760;344957;1100;417;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000016;00000000000000000000000000000579;417;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000579;00000000000000000000000000000579 numaralý iþlem
913761;344957;1101;417;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000016;00000000000000000000000000000579;417;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000579;00000000000000000000000000000579 numaralý iþlem
913762;344958;1102;418;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000017;00000000000000000000000000000580;418;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000580;00000000000000000000000000000580 numaralý iþlem
913763;344958;1103;418;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000017;00000000000000000000000000000580;418;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000580;00000000000000000000000000000580 numaralý iþlem
913764;344958;1104;418;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000017;00000000000000000000000000000580;418;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000580;00000000000000000000000000000580 numaralý iþlem
913765;344959;1105;419;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000018;00000000000000000000000000000581;419;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000581;00000000000000000000000000000581 numaralý iþlem
913766;344959;1106;419;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000018;00000000000000000000000000000581;419;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000581;00000000000000000000000000000581 numaralý iþlem
913767;344959;1107;419;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000018;00000000000000000000000000000581;419;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000581;00000000000000000000000000000581 numaralý iþlem
913768;344960;1108;420;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000019;00000000000000000000000000000582;420;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000582;00000000000000000000000000000582 numaralý iþlem
913769;344960;1109;420;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000019;00000000000000000000000000000582;420;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000582;00000000000000000000000000000582 numaralý iþlem
913770;344960;1110;420;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000019;00000000000000000000000000000582;420;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000582;00000000000000000000000000000582 numaralý iþlem
913771;344961;1111;421;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000020;00000000000000000000000000000583;421;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000583;00000000000000000000000000000583 numaralý iþlem
913772;344961;1112;421;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000020;00000000000000000000000000000583;421;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000583;00000000000000000000000000000583 numaralý iþlem
913773;344961;1113;421;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000020;00000000000000000000000000000583;421;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000583;00000000000000000000000000000583 numaralý iþlem
913774;344962;1114;422;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000021;00000000000000000000000000000584;422;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000584;00000000000000000000000000000584 numaralý iþlem
913775;344962;1115;422;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000021;00000000000000000000000000000584;422;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000584;00000000000000000000000000000584 numaralý iþlem
913776;344962;1116;422;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000021;00000000000000000000000000000584;422;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000584;00000000000000000000000000000584 numaralý iþlem
913777;344963;1117;423;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000022;00000000000000000000000000000585;423;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000585;00000000000000000000000000000585 numaralý iþlem
913778;344963;1118;423;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000022;00000000000000000000000000000585;423;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000585;00000000000000000000000000000585 numaralý iþlem
913779;344963;1119;423;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000022;00000000000000000000000000000585;423;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000585;00000000000000000000000000000585 numaralý iþlem
913780;344964;1120;424;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000023;00000000000000000000000000000586;424;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000586;00000000000000000000000000000586 numaralý iþlem
913781;344964;1121;424;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000023;00000000000000000000000000000586;424;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000586;00000000000000000000000000000586 numaralý iþlem
913782;344964;1122;424;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000023;00000000000000000000000000000586;424;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000586;00000000000000000000000000000586 numaralý iþlem
913783;344965;1123;425;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000024;00000000000000000000000000000587;425;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000587;00000000000000000000000000000587 numaralý iþlem
913784;344965;1124;425;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000024;00000000000000000000000000000587;425;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000587;00000000000000000000000000000587 numaralý iþlem
913785;344965;1125;425;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000024;00000000000000000000000000000587;425;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000587;00000000000000000000000000000587 numaralý iþlem
913786;344966;1126;426;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000025;00000000000000000000000000000588;426;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000588;00000000000000000000000000000588 numaralý iþlem
913787;344966;1127;426;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000025;00000000000000000000000000000588;426;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000588;00000000000000000000000000000588 numaralý iþlem
913788;344966;1128;426;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000025;00000000000000000000000000000588;426;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000588;00000000000000000000000000000588 numaralý iþlem
913789;344967;1129;427;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000026;00000000000000000000000000000589;427;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000589;00000000000000000000000000000589 numaralý iþlem
913790;344967;1130;427;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000026;00000000000000000000000000000589;427;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000589;00000000000000000000000000000589 numaralý iþlem
913791;344967;1131;427;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000026;00000000000000000000000000000589;427;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000589;00000000000000000000000000000589 numaralý iþlem
913792;344968;1132;428;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000027;00000000000000000000000000000590;428;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000590;00000000000000000000000000000590 numaralý iþlem
913793;344968;1133;428;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000027;00000000000000000000000000000590;428;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000590;00000000000000000000000000000590 numaralý iþlem
913794;344968;1134;428;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000027;00000000000000000000000000000590;428;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000590;00000000000000000000000000000590 numaralý iþlem
913795;344969;1135;429;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000028;00000000000000000000000000000591;429;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000591;00000000000000000000000000000591 numaralý iþlem
913796;344969;1136;429;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000028;00000000000000000000000000000591;429;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000591;00000000000000000000000000000591 numaralý iþlem
913797;344969;1137;429;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000028;00000000000000000000000000000591;429;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000591;00000000000000000000000000000591 numaralý iþlem
913798;344970;1138;430;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000029;00000000000000000000000000000592;430;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000592;00000000000000000000000000000592 numaralý iþlem
913799;344970;1139;430;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000029;00000000000000000000000000000592;430;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000592;00000000000000000000000000000592 numaralý iþlem
913800;344970;1140;430;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000029;00000000000000000000000000000592;430;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000592;00000000000000000000000000000592 numaralý iþlem
913801;344971;1141;431;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000030;00000000000000000000000000000593;431;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000593;00000000000000000000000000000593 numaralý iþlem
913802;344971;1142;431;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000030;00000000000000000000000000000593;431;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000593;00000000000000000000000000000593 numaralý iþlem
913803;344971;1143;431;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000030;00000000000000000000000000000593;431;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000593;00000000000000000000000000000593 numaralý iþlem
913804;344972;1144;432;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000031;00000000000000000000000000000594;432;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000594;00000000000000000000000000000594 numaralý iþlem
913805;344972;1145;432;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000031;00000000000000000000000000000594;432;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000594;00000000000000000000000000000594 numaralý iþlem
913806;344972;1146;432;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000031;00000000000000000000000000000594;432;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000594;00000000000000000000000000000594 numaralý iþlem
913807;344973;1147;433;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000032;00000000000000000000000000000595;433;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000595;00000000000000000000000000000595 numaralý iþlem
913808;344973;1148;433;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000032;00000000000000000000000000000595;433;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000595;00000000000000000000000000000595 numaralý iþlem
913809;344973;1149;433;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000032;00000000000000000000000000000595;433;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000595;00000000000000000000000000000595 numaralý iþlem
913810;344974;1150;434;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000033;00000000000000000000000000000596;434;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000596;00000000000000000000000000000596 numaralý iþlem
913811;344974;1151;434;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000033;00000000000000000000000000000596;434;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000596;00000000000000000000000000000596 numaralý iþlem
913812;344974;1152;434;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000033;00000000000000000000000000000596;434;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000596;00000000000000000000000000000596 numaralý iþlem
913813;344975;1153;435;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000034;00000000000000000000000000000597;435;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000597;00000000000000000000000000000597 numaralý iþlem
913814;344975;1154;435;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000034;00000000000000000000000000000597;435;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000597;00000000000000000000000000000597 numaralý iþlem
913815;344975;1155;435;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000034;00000000000000000000000000000597;435;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000597;00000000000000000000000000000597 numaralý iþlem
913816;344976;1156;436;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000035;00000000000000000000000000000598;436;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000598;00000000000000000000000000000598 numaralý iþlem
913817;344976;1157;436;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000035;00000000000000000000000000000598;436;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000598;00000000000000000000000000000598 numaralý iþlem
913818;344976;1158;436;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000035;00000000000000000000000000000598;436;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000598;00000000000000000000000000000598 numaralý iþlem
913819;344977;1159;437;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000036;00000000000000000000000000000599;437;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000599;00000000000000000000000000000599 numaralý iþlem
913820;344977;1160;437;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000036;00000000000000000000000000000599;437;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000599;00000000000000000000000000000599 numaralý iþlem
913821;344977;1161;437;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000036;00000000000000000000000000000599;437;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000599;00000000000000000000000000000599 numaralý iþlem
913822;344978;1162;438;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000037;00000000000000000000000000000600;438;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000600;00000000000000000000000000000600 numaralý iþlem
913823;344978;1163;438;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000037;00000000000000000000000000000600;438;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000600;00000000000000000000000000000600 numaralý iþlem
913824;344978;1164;438;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000037;00000000000000000000000000000600;438;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000600;00000000000000000000000000000600 numaralý iþlem
913825;344979;1165;439;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000038;00000000000000000000000000000601;439;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000601;00000000000000000000000000000601 numaralý iþlem
913826;344979;1166;439;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000038;00000000000000000000000000000601;439;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000601;00000000000000000000000000000601 numaralý iþlem
913827;344979;1167;439;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000038;00000000000000000000000000000601;439;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000601;00000000000000000000000000000601 numaralý iþlem
913828;344980;1168;440;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000039;00000000000000000000000000000602;440;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000602;00000000000000000000000000000602 numaralý iþlem
913829;344980;1169;440;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000039;00000000000000000000000000000602;440;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000602;00000000000000000000000000000602 numaralý iþlem
913830;344980;1170;440;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000039;00000000000000000000000000000602;440;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000602;00000000000000000000000000000602 numaralý iþlem
913831;344981;1171;441;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000040;00000000000000000000000000000603;441;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000603;00000000000000000000000000000603 numaralý iþlem
913832;344981;1172;441;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000040;00000000000000000000000000000603;441;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000603;00000000000000000000000000000603 numaralý iþlem
913833;344981;1173;441;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000040;00000000000000000000000000000603;441;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000603;00000000000000000000000000000603 numaralý iþlem
913834;344982;1174;442;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000041;00000000000000000000000000000604;442;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000604;00000000000000000000000000000604 numaralý iþlem
913835;344982;1175;442;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000041;00000000000000000000000000000604;442;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000604;00000000000000000000000000000604 numaralý iþlem
913836;344982;1176;442;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000041;00000000000000000000000000000604;442;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000604;00000000000000000000000000000604 numaralý iþlem
913837;344983;1177;443;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000042;00000000000000000000000000000605;443;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000605;00000000000000000000000000000605 numaralý iþlem
913838;344983;1178;443;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000042;00000000000000000000000000000605;443;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000605;00000000000000000000000000000605 numaralý iþlem
913839;344983;1179;443;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000042;00000000000000000000000000000605;443;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000605;00000000000000000000000000000605 numaralý iþlem
913840;344984;1180;444;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000043;00000000000000000000000000000606;444;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000606;00000000000000000000000000000606 numaralý iþlem
913841;344984;1181;444;600;YURTÝÇÝ SATIÞLAR;600.01;YURTÝÇÝ SATIÞLAR;1000;D;2013-01-03;invoice;NULL;000043;00000000000000000000000000000606;444;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000606;00000000000000000000000000000606 numaralý iþlem
913842;344984;1182;444;120;ALICILAR;120.01;ALICI A;1180;C;2013-01-03;invoice;NULL;000043;00000000000000000000000000000606;444;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000606;00000000000000000000000000000606 numaralý iþlem
913843;344985;1183;445;391;HESAPLANAN KDV;391.01;HESAPLANAN KDV %18;180;D;2013-01-03;invoice;NULL;000044;00000000000000000000000000000607;445;2013-01-03;NULL;;00101;0;H.A.;2013-01-03;00000000000000000000000000000607;00000000000000000000000000000607 numaralý iþlem
